,AGE07,EDCL07,MARRIED07,KIDS07,LIFECL07,OCCAT107,INCOME07,RISK07,WSAVED07,SPENDMOR07,NETWORTH07,TrueRiskTol
1287,47,2,1,2,3,3,47923.933738,4,2,1,31689.288047,8.311958465763608
1288,47,2,1,2,3,3,47923.933738,4,2,1,34796.080993,7.610772388553981
1289,47,2,1,2,3,3,47923.933738,4,2,1,36856.920314,8.247252495004908
1321,68,3,1,0,6,3,1682662.5624,3,3,5,118539684.85,0.7380990688181303
1325,59,4,1,2,5,1,2843486.7351,3,3,5,26432076.584,4.3389006780724095
1326,59,4,1,2,5,1,2843486.7351,3,3,5,28896798.988,4.3389006780724095
1327,59,4,1,2,5,1,2843486.7351,3,3,5,27177706.891,4.3389006780724095
1328,59,4,1,2,5,1,2843486.7351,3,3,5,29216798.661,4.3389006780724095
1329,59,4,1,2,5,1,2843486.7351,3,3,5,28988967.178,4.3389006780724095
1384,57,4,1,0,5,1,238554.69239,2,3,4,174291.08426,15.19351224741376
1401,60,4,1,0,5,1,106497.63053,3,3,5,575067.37427,4.168058232806787
1404,60,4,1,0,5,1,105432.65422,3,3,5,614420.08491,4.150897196359181
1419,49,4,1,4,3,2,2481394.7913,3,3,1,22809038.21,5.6344592948303305
1420,39,4,1,1,3,1,94782.891171,3,3,4,299080.60091,21.026880761365
1421,39,4,1,1,3,1,93717.914866,3,3,4,281475.44089,20.915480846150373
1422,39,4,1,1,3,1,93717.914866,3,3,4,266666.39451,20.915480846150373
1423,39,4,1,1,3,1,93717.914866,3,3,4,271015.90464,20.915480846150373
1424,39,4,1,1,3,1,93717.914866,3,3,4,266355.71522,20.915480846150373
1455,52,4,1,0,2,1,195955.64017,2,3,2,1605176.3553,5.872522723880553
1456,52,4,1,0,2,1,199150.56909,2,3,2,2133952.5147,5.56129831756272
1457,52,4,1,0,2,1,233229.81086,2,3,2,1969085.369,6.257034053595305
1458,52,4,1,0,2,1,194890.66387,2,3,2,1520536.9595,5.895075119545993
1459,52,4,1,0,2,1,201280.5217,2,3,2,1393293.0764,5.729978125188805
1473,62,2,2,0,5,2,37274.170685,3,1,4,801035.81679,0.8608769969150825
1490,65,3,2,2,5,1,97977.820087,4,2,5,713526.77988,1.894331847549149
1491,65,3,2,2,5,1,97977.820087,4,2,5,733203.13521,1.8978373510673043
1492,65,3,2,2,5,1,97977.820087,4,2,5,697992.81515,1.9134425792837495
1493,65,3,2,2,5,1,97977.820087,4,2,5,708348.79164,1.9012209186494644
1494,65,3,2,2,5,1,97977.820087,4,2,5,702135.20575,1.8695898175023429
1495,64,4,1,0,6,3,519708.43698,2,3,4,7468730.2417,0.8953489771628098
1496,64,4,1,0,6,3,518643.46068,2,3,4,7368277.2698,0.8944300834777426
1497,64,4,1,0,6,3,518643.46068,2,3,4,7444911.4958,0.8945933390498366
1498,64,4,1,0,6,3,519708.43698,2,3,4,7600251.143,0.8952931318967828
1499,64,4,1,0,6,3,519708.43698,2,3,4,7279215.872,0.8947428669080153
1510,49,4,1,3,3,1,250269.43174,3,1,1,1898043.3703,5.853993405770577
1511,49,4,1,3,3,1,250269.43174,3,1,1,1760308.8831,6.538304745518651
1512,49,4,1,3,3,1,250269.43174,3,1,1,1758134.128,5.387089131735651
1515,39,2,1,2,3,1,127797.15664,4,2,3,115158.45852,35.492173595809646
1516,39,2,1,2,3,1,127797.15664,4,2,3,125410.87524,34.86785349624612
1517,39,2,1,2,3,1,127797.15664,4,2,3,142912.47551,36.44726400995819
1518,39,2,1,2,3,1,127797.15664,4,2,3,163106.62965,36.002810973835935
1519,39,2,1,2,3,1,127797.15664,4,2,3,169941.57413,36.539935657746454
1525,68,2,1,1,6,3,43664.028517,3,1,5,18361.14631,1.000362212764755
1526,68,2,1,1,6,3,44729.004822,3,1,5,22917.775963,1.0143584151661376
1527,68,2,1,1,6,3,39404.123296,3,1,5,18361.14631,0.9774327049835996
1528,68,2,1,1,6,3,41534.075906,3,1,5,18257.586545,0.9922947139665488
1529,68,2,1,1,6,3,39404.123296,3,1,5,18361.14631,0.9709130493717184
1530,32,4,1,0,2,1,66028.530928,3,3,4,40181.188766,46.99647638533935
1531,32,4,1,0,2,1,66028.530928,3,3,4,40181.188766,46.99647638533935
1532,32,4,1,0,2,1,66028.530928,3,3,4,40284.74853,46.99647638533935
1533,32,4,1,0,2,1,66028.530928,3,3,4,40284.74853,46.99647638533935
1534,32,4,1,0,2,1,66028.530928,3,3,4,40284.74853,46.99647638533935
1535,62,4,2,0,5,1,91587.962255,2,3,5,798031.54801,2.79529017393817
1536,62,4,2,0,5,1,91587.962255,2,3,5,784568.77858,2.806572676427635
1537,62,4,2,0,5,1,91587.962255,2,3,5,792853.55976,2.79529017393817
1538,62,4,2,0,5,1,91587.962255,2,3,5,823921.48922,2.7980812508604833
1539,62,4,2,0,5,1,91587.962255,2,3,5,767999.2162,2.809443208717314
1545,61,4,1,1,6,3,121407.2988,3,3,5,1694548.4324,1.4425936627096942
1546,61,4,1,1,6,3,120342.3225,3,3,5,1669590.5291,1.4389196510735704
1547,61,4,1,1,6,3,121407.2988,3,3,5,1664516.1006,1.4428645134606708
1548,61,4,1,1,6,3,120342.3225,3,3,5,1664412.5408,1.4389196510735704
1549,61,4,1,1,6,3,120342.3225,3,3,5,1661305.7479,1.4423140926346603
1560,66,4,1,1,5,2,3727417.0685,2,3,3,56752822.338,0.7091459844839476
1561,66,4,1,1,5,2,3727417.0685,2,3,3,59961103.854,0.6944291934438903
1564,66,4,1,1,5,2,3727417.0685,2,3,3,57736640.105,0.722592653384051
1565,53,4,1,2,3,2,305648.19962,3,3,4,2369872.015,3.8557136252779767
1567,53,4,1,2,3,2,485629.19521,3,3,4,3051388.4716,4.02457823817005
1570,38,4,1,2,3,1,183175.92451,3,3,2,605824.62443,24.53928861910842
1571,38,4,1,2,3,1,183175.92451,3,3,2,605824.62443,24.53928861910842
1572,38,4,1,2,3,1,184240.90082,3,3,2,605824.62443,24.764768150896025
1573,38,4,1,2,3,1,183175.92451,3,3,2,605824.62443,24.460682179716464
1574,38,4,1,2,3,1,183175.92451,3,3,2,605824.62443,24.53928861910842
1586,39,2,2,0,1,1,50053.886349,4,3,4,34174.722404,74.10208358687275
1588,39,2,2,0,1,1,50053.886349,4,3,4,34174.722404,71.53778549077694
1590,42,3,2,0,1,1,75613.317676,2,1,5,36815.496408,23.339258125790053
1591,42,3,2,0,1,1,75613.317676,2,1,5,44996.717831,23.323582202851867
1592,42,3,2,0,1,1,76678.293981,2,1,5,42718.403005,23.526784522314607
1593,42,3,2,0,1,1,69223.459844,2,1,5,42097.044415,22.316933913726103
1594,42,3,2,0,1,1,56443.744181,2,1,5,42200.60418,20.279954866933103
1610,49,2,1,2,3,1,100107.7727,4,3,4,78601.861528,22.59989067317366
1612,49,2,1,2,3,1,103302.70161,4,3,4,78643.285434,22.338057862712475
1613,49,2,1,2,3,1,92652.938561,4,3,4,80341.665578,20.457822030963186
1625,70,4,1,0,5,2,638985.78318,2,3,2,11540700.196,0.5703214285731135
1626,70,4,1,0,5,2,638985.78318,2,3,2,11320117.897,0.5638248175179079
1627,70,4,1,0,5,2,638985.78318,2,3,2,11198952.972,0.5670000000002414
1628,70,4,1,0,5,2,638985.78318,2,3,2,11290085.565,0.5693622047255895
1629,70,4,1,0,5,2,638985.78318,2,3,2,11391574.135,0.5635961538446111
1640,60,2,2,0,6,3,40469.099601,3,3,4,147054.8661,4.478902757922568
1641,60,2,2,0,6,3,40469.099601,3,3,4,147054.8661,4.478902757922568
1642,60,2,2,0,6,3,40469.099601,3,3,4,148090.46375,4.478902757922568
1643,60,2,2,0,6,3,39404.123296,3,3,4,148090.46375,4.429101151092258
1644,60,2,2,0,6,3,39404.123296,3,3,4,147261.98563,4.427293759864094
1655,49,4,1,0,2,1,111822.51206,2,1,5,109773.35075,13.980161078944313
1656,49,4,1,0,2,1,111822.51206,2,1,5,104077.56368,13.927993063467085
1657,49,4,1,0,2,1,111822.51206,2,1,5,100173.36055,13.998095774596026
1658,49,4,1,0,2,1,111822.51206,2,1,5,98796.015676,14.07002062329595
1659,49,4,1,0,2,1,111822.51206,2,1,5,93814.790986,14.075271110629746
1665,74,4,1,0,5,2,4366402.8517,2,3,2,84549298.824,0.49439691955730003
1666,74,4,1,0,5,2,4366402.8517,2,3,2,84550334.422,0.49439691955730003
1667,74,4,1,0,5,2,4355753.0887,2,3,2,84550334.422,0.49439691955730003
1668,74,4,1,0,5,2,4355753.0887,2,3,2,84550334.422,0.49439691955730003
1669,74,4,1,0,5,2,4355753.0887,2,3,2,84550334.422,0.49439691955730003
1685,42,2,1,2,3,1,112887.48836,3,3,2,151507.93599,29.644278933484365
1686,42,2,1,2,3,1,112887.48836,3,3,2,154511.16917,29.644278933484365
1687,42,2,1,2,3,1,112887.48836,3,3,2,149229.62116,29.644278933484365
1688,42,2,1,2,3,1,112887.48836,3,3,2,151818.61528,29.788406849084218
1689,42,2,1,2,3,1,112887.48836,3,3,2,152439.97387,29.644278933484365
1703,61,3,1,0,5,2,9158796.2255,3,3,3,73120784.922,8.377597773312477
1710,72,4,1,0,5,2,459963.26626,3,3,5,5845948.7263,0.4858314479637801
1711,72,4,1,0,5,2,467311.60276,3,3,5,3029123.1221,0.4955968118194498
1712,72,4,1,0,5,2,419387.66902,3,3,5,5040253.7557,0.48853206339157096
1713,72,4,1,0,5,2,423647.57425,3,3,5,3650481.7113,0.49283904172308335
1714,72,4,1,0,5,2,437492.26621,3,3,5,4130999.0202,0.4908370984250876
1720,61,4,1,0,5,1,102237.72531,3,1,2,502264.85957,3.7969489878725167
1721,61,4,1,0,5,1,102237.72531,3,1,2,485695.29719,3.7969489878725167
1722,61,4,1,0,5,1,102237.72531,3,1,2,507442.84781,3.7969489878725167
1723,61,4,1,0,5,1,102237.72531,3,1,2,496051.27368,3.7969489878725167
1724,61,4,1,0,5,1,102237.72531,3,1,2,483624.10189,3.7969489878725167
1745,49,4,1,1,3,1,85198.104423,3,2,4,372866.93338,10.148102412082252
1746,49,4,1,1,3,1,85198.104423,3,2,4,370982.14566,10.198418153181139
1747,49,4,1,1,3,1,85198.104423,3,2,4,371903.82756,10.148102412082252
1748,49,4,1,1,3,1,85198.104423,3,2,4,370630.04246,10.148102412082252
1749,49,4,1,1,3,1,85198.104423,3,2,4,370930.36577,10.148102412082252
1750,60,4,1,0,5,1,591061.84944,2,3,2,13300180.601,1.0364074125161293
1751,60,4,1,0,5,1,591061.84944,2,3,2,13300180.601,1.0364074125161293
1752,60,4,1,0,5,1,591061.84944,2,3,2,13300180.601,1.0364074125161293
1753,60,4,1,0,5,1,591061.84944,2,3,2,13299145.003,1.0364074125161293
1754,60,4,1,0,5,1,591061.84944,2,3,2,13300180.601,1.0364074125161293
1776,37,3,2,0,1,1,44729.004822,2,3,4,2693.589484,59.0591892908153
1778,37,3,2,0,1,1,44729.004822,2,3,4,20225.222077,57.31205559360615
1779,37,3,2,0,1,1,44729.004822,2,3,4,1988.3474853,57.39906599638212
1797,69,4,1,0,5,2,1885008.0604,2,3,3,34689414.435,0.7310308151276625
1799,69,4,1,0,5,2,2076703.7953,2,3,3,38675429.784,0.670935140717738
1808,69,4,1,0,5,1,354637.10966,2,3,1,3201239.4513,0.7940075983657764
1815,60,4,1,0,5,1,3354675.3617,3,3,2,31584692.685,1.3095664618178433
1818,60,4,1,0,5,1,2321648.3455,3,3,2,36114396.799,1.1197769508894977
1822,57,4,1,1,6,3,4771093.8477,2,3,4,109710179.29,0.9873060571524195
1824,57,4,1,1,6,3,3056481.9962,2,3,4,111503834.42,0.8805867035624285
1840,43,3,1,2,3,1,127797.15664,3,2,5,239015.9373,20.02403678055667
1841,43,3,1,2,3,1,127797.15664,3,2,5,222964.17374,20.21711834819819
1842,43,3,1,2,3,1,127797.15664,3,2,5,224061.90725,20.542208850347826
1843,43,3,1,2,3,1,127797.15664,3,2,5,193232.16525,20.662083377292582
1844,43,3,1,2,3,1,127797.15664,3,2,5,192382.97518,20.667629497018392
1875,60,2,1,0,5,1,90522.98595,4,1,2,238808.81777,3.3671086818931886
1876,60,2,1,0,5,1,90522.98595,4,1,2,220157.70411,3.367147358402892
1877,60,2,1,0,5,1,90522.98595,4,1,2,213954.4742,3.3671086818931886
1878,60,2,1,0,5,1,90522.98595,4,1,2,238705.258,3.3671086818931886
1879,60,2,1,0,5,1,90522.98595,4,1,2,211872.92293,3.367147358402892
1890,45,4,1,3,3,1,2087353.5584,3,3,3,66259608.752,5.5400191753752965
1891,45,4,1,3,3,1,1341870.1447,3,3,3,38299507.838,4.959317394581884
1893,45,4,1,3,3,1,1501616.5905,3,3,3,55676836.381,5.013799444387875
1895,54,2,1,1,3,1,99042.796392,3,1,2,315857.28282,7.863655753188095
1896,54,2,1,1,3,1,99042.796392,3,1,2,404918.6806,7.882634987158516
1897,54,2,1,1,3,1,99042.796392,3,1,2,360387.98171,7.84597467711596
1898,54,2,1,1,3,1,99042.796392,3,1,2,382135.53233,7.900550866256145
1899,54,2,1,1,3,1,99042.796392,3,1,2,390420.31352,7.738290107623216
1905,35,2,1,0,2,1,51118.862654,4,3,4,41941.704768,31.06626994711735
1906,35,2,1,0,2,1,51118.862654,4,3,4,42977.302417,31.06626994711735
1907,35,2,1,0,2,1,51118.862654,4,3,4,42977.302417,31.06626994711735
1908,35,2,1,0,2,1,51118.862654,4,3,4,41941.704768,31.06626994711735
1909,35,2,1,0,2,1,51118.862654,4,3,4,42977.302417,31.06626994711735
1910,66,1,1,1,6,3,50053.886349,3,2,5,71249.118223,1.2774211736298535
1911,66,1,1,1,6,3,50053.886349,3,2,5,77566.26388,1.2676636273214288
1912,66,1,1,1,6,3,50053.886349,3,2,5,73734.55258,1.2950493910736263
1913,66,1,1,1,6,3,51118.862654,3,2,5,93100.228609,1.2783649554783865
1914,66,1,1,1,6,3,50053.886349,3,2,5,88647.15872,1.2601217353282188
1915,63,4,1,0,5,1,828551.56552,3,3,4,8961854.9314,1.0651428906782163
1916,63,4,1,0,5,1,549527.77353,3,3,4,6509663.2593,1.211831616411669
1930,61,3,1,0,6,3,117147.39358,4,1,5,706277.59634,2.976477459227212
1932,61,3,1,0,6,3,119277.34619,4,1,5,647248.53037,3.140033853661229
1935,63,4,1,0,5,2,654960.42776,3,3,1,9054230.2417,1.5571380139236273
1936,63,4,1,0,5,2,654960.42776,3,3,1,9054230.2417,1.5571380139236273
1937,63,4,1,0,5,2,654960.42776,3,3,1,9055990.7577,1.557008606656372
1938,63,4,1,0,5,2,654960.42776,3,3,1,9054354.5134,1.5571288735333404
1939,63,4,1,0,5,2,654960.42776,3,3,1,9054230.2417,1.5571380139236273
1940,77,4,2,0,6,3,3189604.0344,2,3,4,37109606.14,0.4615192875134769
1941,77,4,2,0,6,3,3189604.0344,2,3,4,33258218.485,0.4617641259320856
1942,77,4,2,0,6,3,3178954.2713,2,3,4,21109622.469,0.463477106518417
1943,77,4,2,0,6,3,3189604.0344,2,3,4,20983279.556,0.46357346938788546
1944,77,4,2,0,6,3,3189604.0344,2,3,4,29754791.639,0.4620707670044
1950,49,1,1,2,3,1,79873.222897,3,2,3,268219.79099,11.589347732356263
1951,49,1,1,2,3,1,79873.222897,3,2,3,267184.19334,11.371660800847625
1954,49,1,1,2,3,1,79873.222897,3,2,3,268219.79099,12.677810357216732
1960,51,4,1,2,3,1,767847.91612,3,3,4,2324398.9223,8.945549603800215
1961,51,4,1,2,3,1,767847.91612,3,3,4,2332683.7035,8.945549603800215
1962,51,4,1,2,3,1,767847.91612,3,3,4,2324398.9223,8.945549603800215
1963,51,4,1,2,3,1,767847.91612,3,3,4,2328541.3129,8.945549603800215
1964,51,4,1,2,3,1,767847.91612,3,3,4,2328541.3129,8.945549603800215
1984,72,4,1,0,6,3,146966.73013,3,3,4,1433267.1457,0.5458235294117647
1985,43,2,1,2,3,2,79873.222897,3,3,4,1036705.7381,9.89102065896068
1986,43,2,1,2,3,2,79873.222897,3,3,4,1108886.8942,8.937921541055633
1987,43,2,1,2,3,2,79873.222897,3,3,4,1047890.1927,9.614989124174853
1988,43,2,1,2,3,2,79873.222897,3,3,4,1020861.0941,9.939405741381792
1997,66,4,1,0,5,2,570827.29964,3,3,2,21453440.888,0.6370463208987314
2001,47,4,1,3,3,2,406820.94862,2,3,2,4867516.0679,9.763724342607404
2035,43,4,1,1,3,1,67093.507233,3,1,1,99427.730242,21.841576854437108
2038,43,4,1,1,3,1,67093.507233,3,1,1,99427.730242,21.841576854437108
2039,43,4,1,1,3,1,67093.507233,3,1,1,100463.32789,21.841576854437108
2050,43,2,1,1,3,1,61768.625707,3,3,5,34899.640758,21.42991011251533
2051,43,2,1,1,3,1,60703.649402,3,3,5,35935.238406,21.240523845661627
2052,43,2,1,1,3,1,60703.649402,3,3,5,35831.678641,21.240523845661627
2053,43,2,1,1,3,1,60703.649402,3,3,5,34796.080993,21.240523845661627
2054,43,2,1,1,3,1,60703.649402,3,3,5,35831.678641,21.240523845661627
2060,56,1,2,1,5,1,21299.526106,4,2,2,43536.525147,3.843949455660254
2064,56,1,2,1,5,1,23429.478716,4,2,2,47047.201176,3.993525519218374
2065,47,3,1,0,2,1,50053.886349,3,3,4,534824.04964,3.806298054733333
2066,47,3,1,0,2,1,50053.886349,3,3,4,521154.16068,4.245780337024929
2067,47,3,1,0,2,1,50053.886349,3,3,4,522293.31809,4.4663764865201685
2069,47,3,1,0,2,1,50053.886349,3,3,4,524364.51339,4.509164681663089
2070,64,2,2,0,6,3,22364.502411,4,3,4,5281.5480078,20.845785588920076
2071,64,2,2,0,6,3,21299.526106,4,3,4,5385.1077727,20.790546599086944
2072,64,2,2,0,6,3,21299.526106,4,3,4,5281.5480078,21.1985035784974
2073,64,2,2,0,6,3,21299.526106,4,3,4,5385.1077727,20.790546599086944
2074,64,2,2,0,6,3,22364.502411,4,3,4,5385.1077727,20.845785588920076
2075,49,4,1,2,3,1,95847.867476,4,3,4,652219.39909,6.959510068763361
2076,49,4,1,2,3,1,85198.104423,4,3,4,807559.04637,6.767997034746266
2078,49,4,1,2,3,1,80938.199202,4,3,4,688465.31679,6.828329967484047
2085,47,4,2,0,1,2,72418.38876,3,3,1,2526858.2626,1.6636437301130138
2086,47,4,2,0,1,2,72418.38876,3,3,1,2526858.2626,1.6801158300165926
2087,47,4,2,0,1,2,72418.38876,3,3,1,2526858.2626,1.6801158300165926
2088,47,4,2,0,1,2,72418.38876,3,3,1,2526858.2626,1.6801158300165926
2089,47,4,2,0,1,2,72418.38876,3,3,1,2527893.8602,1.679985634303491
2102,61,2,1,0,6,3,31949.289159,4,3,5,132038.7002,3.160123915641253
2103,61,2,1,0,6,3,31949.289159,4,3,5,118990.16982,3.4816232521085304
2105,43,4,1,0,2,1,95847.867476,3,2,5,136698.88961,19.535384770305313
2106,43,4,1,0,2,1,95847.867476,3,2,5,137734.48726,19.535384770305313
2107,43,4,1,0,2,1,95847.867476,3,2,5,137734.48726,19.535384770305313
2108,43,4,1,0,2,1,95847.867476,3,2,5,137734.48726,19.535384770305313
2109,43,4,1,0,2,1,95847.867476,3,2,5,137734.48726,19.535384770305313
2118,42,3,2,0,1,2,24494.455022,4,2,2,63958.510777,12.253256978876987
2155,73,4,1,0,5,1,651765.49884,3,3,4,8664845.5258,0.4925479906171971
2156,73,4,1,0,5,1,651765.49884,3,3,4,10774357.936,0.4921715091317461
2157,73,4,1,0,5,1,651765.49884,3,3,4,8571641.7374,0.4923392220534909
2158,73,4,1,0,5,1,651765.49884,3,3,4,8947563.6839,0.4925479906171971
2159,73,4,1,0,5,1,651765.49884,3,3,4,8321027.1065,0.4925479906171971
2165,45,2,1,0,2,2,298193.36548,2,3,5,107598.59569,57.190362173264276
2166,45,2,1,0,2,2,298193.36548,2,3,5,107598.59569,57.190362173264276
2167,45,2,1,0,2,2,298193.36548,2,3,5,107598.59569,57.190362173264276
2168,45,2,1,0,2,2,298193.36548,2,3,5,107598.59569,57.190362173264276
2169,45,2,1,0,2,2,298193.36548,2,3,5,107702.15545,57.190362173264276
2172,55,4,2,3,6,4,523968.3422,3,3,3,8139486.8387,4.184817941792725
2180,48,4,1,2,3,1,133122.03816,3,3,4,591119.13782,14.651163666266637
2181,48,4,1,2,3,1,133122.03816,3,3,4,532607.87067,14.669594892751794
2182,48,4,1,2,3,1,133122.03816,3,3,4,500607.90333,14.690109051947214
2183,48,4,1,2,3,1,133122.03816,3,3,4,627365.05552,14.628283595558441
2184,48,4,1,2,3,1,133122.03816,3,3,4,576724.3305,14.626004249933152
2188,52,4,1,0,2,1,109692.55945,3,3,5,1310031.0255,2.4425835876242674
2189,52,4,1,0,2,1,109692.55945,3,3,5,1311066.6231,2.4425835876242674
2195,82,2,2,0,6,3,1970206.1648,1,3,1,3997696.8909,0.7281000000000001
2196,82,2,2,0,6,3,1959556.4017,1,3,1,11785619.04,0.72405
2197,82,2,2,0,6,3,1959556.4017,1,3,1,4588339.6538,0.7407
2198,82,2,2,0,6,3,1693312.3254,1,3,1,12198718.942,0.72045
2199,82,2,2,0,6,3,1959556.4017,1,3,1,14829799.752,0.7317
2200,48,4,1,4,3,2,67753792.543,2,3,2,346348384.39,10.21928933356606
2201,48,4,1,4,3,2,67998737.093,2,3,2,321294170.48,10.972657956852439
2202,48,4,1,4,3,2,68382128.563,2,3,2,316031263.23,10.857196101618307
2203,48,4,1,4,3,2,68233031.88,2,3,2,308997484.0,11.60528411632495
2204,48,4,1,4,3,2,68233031.88,2,3,2,336205741.02,10.094383272058211
2255,41,4,2,1,4,1,74548.341371,2,2,4,133384.97714,11.88267827610907
2256,41,4,2,1,4,1,74548.341371,2,2,4,133384.97714,11.862460397073868
2257,41,4,2,1,4,1,75613.317676,2,2,4,133281.41737,12.286140777148265
2258,41,4,2,1,4,1,74548.341371,2,2,4,133384.97714,11.782983217418252
2259,41,4,2,1,4,1,74548.341371,2,2,4,134420.57479,12.22660769791231
2267,44,2,1,2,3,2,85198.104423,3,3,4,397876.61659,12.60167567017732
2269,44,2,1,2,3,2,85198.104423,3,3,4,396841.01894,14.555578345099256
2312,63,4,1,0,6,3,3099081.0484,3,3,5,48740403.331,2.001134498278186
2325,36,4,1,0,2,1,158681.46949,2,3,4,400051.37165,47.31036017935857
2326,36,4,1,0,2,1,158681.46949,2,3,4,400051.37165,47.31036017935857
2327,36,4,1,0,2,1,158681.46949,2,3,4,400051.37165,47.16018196127672
2328,36,4,1,0,2,1,158681.46949,2,3,4,400051.37165,47.31036017935857
2329,36,4,1,0,2,1,158681.46949,2,3,4,400154.93142,47.16018196127672
2336,51,3,2,0,1,1,25559.431327,4,2,4,40078.664598,11.610599158315683
2345,68,2,2,0,6,3,10649.763053,4,3,4,137009.56891,0.9033902782676632
2346,68,2,2,0,6,3,11714.739358,4,3,4,137009.56891,0.8940175824510661
2347,68,2,2,0,6,3,10649.763053,4,3,4,137009.56891,0.9033902782676632
2348,68,2,2,0,6,3,11714.739358,4,3,4,137009.56891,0.8940175824510661
2349,68,2,2,0,6,3,10649.763053,4,3,4,137009.56891,0.9033902782676632
2355,94,2,1,0,6,3,2736989.1046,1,3,2,34089803.396,0.4537135370841704
2356,94,2,1,0,6,3,1842409.0082,1,3,2,37972258.981,0.4534388832061156
2357,94,2,1,0,6,3,1842409.0082,1,3,2,32250581.973,0.4550121924151428
2358,94,2,1,0,6,3,2140602.3736,1,3,2,32159449.379,0.45391749494831474
2359,94,2,1,0,6,3,1863708.5343,1,3,2,48297167.538,0.453008936893847
2370,62,2,1,0,5,1,48988.910043,4,2,2,321345.95036,1.5378956366757868
2371,62,2,1,0,5,1,47923.933738,4,2,2,353863.71653,1.451363387427171
2374,62,2,1,0,5,1,50053.886349,4,2,2,332116.1659,1.549097987509903
2375,51,4,2,4,4,2,900969.95428,3,3,3,9362838.341,7.611770684120049
2376,51,4,2,4,4,2,900969.95428,3,3,3,9597919.0072,7.611770684120049
2377,51,4,2,4,4,2,898840.00167,3,3,3,9379407.9033,7.604210865404401
2378,51,4,2,4,4,2,902034.93058,3,3,3,9401155.454,7.615550603064921
2379,51,4,2,4,4,2,902034.93058,3,3,3,9361802.7433,7.615550603064921
2395,73,4,1,0,6,3,814706.87355,1,1,5,9699718.256,0.4686343575418649
2396,73,4,1,0,6,3,812576.92094,1,1,5,9428495.2319,0.46869438202251856
2397,73,4,1,0,6,3,810446.96833,1,1,5,9616974.0039,0.46875508474589245
2398,73,4,1,0,6,3,816836.82616,1,1,5,9503058.2626,0.4686343575418649
2399,73,4,1,0,6,3,811511.94463,1,1,5,9647006.3357,0.46881647727294196
2400,86,4,1,0,5,2,266244.07632,3,3,2,12006201.339,0.48134236826172516
2402,86,4,1,0,5,2,266244.07632,3,3,2,12060880.895,0.46430164814500785
2403,86,4,1,0,5,2,266244.07632,3,3,2,12133062.051,0.46482537202440216
2415,34,2,1,1,3,1,101172.749,4,3,4,238601.69824,26.729600522093325
2416,34,2,1,1,3,1,101172.749,4,3,4,238705.258,26.729600522093325
2417,34,2,1,1,3,1,101172.749,4,3,4,237669.66035,26.729600522093325
2418,34,2,1,1,3,1,101172.749,4,3,4,238601.69824,26.729600522093325
2419,34,2,1,1,3,1,101172.749,4,3,4,238705.258,26.729600522093325
2430,68,2,1,2,5,2,1118225.1206,3,3,4,16162572.502,0.6692289170543635
2431,68,2,1,2,5,2,1118225.1206,3,3,4,15057589.811,0.6816995341582349
2432,68,2,1,2,5,2,1086275.8314,3,3,4,16701083.279,0.6621735823114656
2433,68,2,1,2,5,2,932919.24344,3,3,4,14999596.342,0.6683526035141614
2434,68,2,1,2,5,2,984038.10609,3,3,4,16347944.481,0.6584489261868842
2445,69,2,1,0,6,3,10649.763053,4,3,5,210019.20314,2.8135435845123773
2446,69,2,1,0,6,3,10649.763053,4,3,5,156893.04376,1.3615516130882028
2450,54,2,1,0,2,1,31949.289159,4,1,2,228867.08034,3.506119968989954
2451,54,2,1,0,2,1,31949.289159,4,1,2,228867.08034,3.506119968989954
2452,54,2,1,0,2,1,31949.289159,4,1,2,227624.36316,3.506119968989954
2453,54,2,1,0,2,1,31949.289159,4,1,2,227831.48269,3.506119968989954
2454,54,2,1,0,2,1,31949.289159,4,1,2,228338.92554,3.506119968989954
2455,27,2,1,2,3,2,24494.455022,3,3,2,81501.534944,15.30268590695361
2456,27,2,1,2,3,2,24494.455022,3,3,2,81501.534944,15.30268590695361
2457,27,2,1,2,3,2,24494.455022,3,3,2,80362.377531,15.305677247025745
2458,27,2,1,2,3,2,24494.455022,3,3,2,81501.534944,15.30268590695361
2459,27,2,1,2,3,2,24494.455022,3,3,2,81397.97518,15.305677247025745
2475,45,4,1,3,3,1,182110.94821,3,3,4,395701.86153,24.8088910072668
2476,45,4,1,3,3,1,173591.13776,3,3,4,395701.86153,24.277647077489043
2477,45,4,1,3,3,1,175721.09037,3,3,4,395701.86153,24.410457456972573
2479,45,4,1,3,3,1,226839.95303,3,3,4,394666.26388,27.59800335423801
2495,56,2,1,2,5,1,56443.744181,4,1,2,121392.75637,5.584974862029423
